,Training Files,Training Labels
13299,data\stop\095847e4_nohash_0.wav,stop
13300,data\stop\095847e4_nohash_1.wav,stop
13301,data\stop\099d52ad_nohash_0.wav,stop
13302,data\stop\099d52ad_nohash_1.wav,stop
13303,data\stop\099d52ad_nohash_2.wav,stop
13304,data\stop\099d52ad_nohash_3.wav,stop
13305,data\stop\09ddc105_nohash_0.wav,stop
13306,data\stop\09ddc105_nohash_1.wav,stop
13307,data\stop\0ab3b47d_nohash_0.wav,stop
13308,data\stop\0ac15fe9_nohash_0.wav,stop
13309,data\stop\0b40aa8e_nohash_0.wav,stop
13310,data\stop\0b56bcfe_nohash_0.wav,stop
13311,data\stop\0b56bcfe_nohash_1.wav,stop
13312,data\stop\0bd689d7_nohash_0.wav,stop
13313,data\stop\0bd689d7_nohash_1.wav,stop
13314,data\stop\0bd689d7_nohash_2.wav,stop
13315,data\stop\0bde966a_nohash_0.wav,stop
13316,data\stop\0c2d2ffa_nohash_0.wav,stop
13317,data\stop\0c40e715_nohash_0.wav,stop
13318,data\stop\0c40e715_nohash_1.wav,stop
13319,data\stop\0cd323ec_nohash_0.wav,stop
13320,data\stop\0cd323ec_nohash_1.wav,stop
13321,data\stop\0d2bcf9d_nohash_0.wav,stop
13322,data\stop\0d2bcf9d_nohash_1.wav,stop
13323,data\stop\0e17f595_nohash_0.wav,stop
13324,data\stop\0e17f595_nohash_1.wav,stop
13325,data\stop\0e5193e6_nohash_0.wav,stop
13326,data\stop\0ea0e2f4_nohash_0.wav,stop
13327,data\stop\0f3f64d5_nohash_0.wav,stop
13328,data\stop\0f3f64d5_nohash_1.wav,stop
13329,data\stop\0f7dc557_nohash_0.wav,stop
13330,data\stop\0fa1e7a9_nohash_0.wav,stop
13331,data\stop\0fa1e7a9_nohash_1.wav,stop
13332,data\stop\0fa1e7a9_nohash_2.wav,stop
13333,data\stop\0ff728b5_nohash_0.wav,stop
13334,data\stop\0ff728b5_nohash_1.wav,stop
13335,data\stop\0ff728b5_nohash_2.wav,stop
13336,data\stop\0ff728b5_nohash_3.wav,stop
13337,data\stop\0ff728b5_nohash_4.wav,stop
13338,data\stop\102192fd_nohash_0.wav,stop
13339,data\stop\105a0eea_nohash_0.wav,stop
13340,data\stop\105e72bb_nohash_0.wav,stop
13341,data\stop\105e72bb_nohash_1.wav,stop
13342,data\stop\10627519_nohash_0.wav,stop
13343,data\stop\106a6183_nohash_0.wav,stop
13344,data\stop\106a6183_nohash_1.wav,stop
13345,data\stop\106a6183_nohash_2.wav,stop
13346,data\stop\106a6183_nohash_3.wav,stop
13347,data\stop\106a6183_nohash_4.wav,stop
13348,data\stop\10ace7eb_nohash_0.wav,stop
13349,data\stop\10ace7eb_nohash_1.wav,stop
13350,data\stop\10ace7eb_nohash_2.wav,stop
13351,data\stop\10ace7eb_nohash_3.wav,stop
13352,data\stop\10ace7eb_nohash_4.wav,stop
13353,data\stop\10c6d873_nohash_0.wav,stop
13354,data\stop\10c6d873_nohash_1.wav,stop
13355,data\stop\10f2bb12_nohash_0.wav,stop
13356,data\stop\11099149_nohash_0.wav,stop
13357,data\stop\11321027_nohash_0.wav,stop
13358,data\stop\11321027_nohash_1.wav,stop
13359,data\stop\11379f4d_nohash_0.wav,stop
13360,data\stop\118261a9_nohash_0.wav,stop
13361,data\stop\11860c84_nohash_0.wav,stop
13362,data\stop\11860c84_nohash_1.wav,stop
13363,data\stop\11860c84_nohash_2.wav,stop
13364,data\stop\11a022ba_nohash_0.wav,stop
13365,data\stop\11b1df78_nohash_0.wav,stop
13366,data\stop\122c5aa7_nohash_0.wav,stop
13367,data\stop\122c5aa7_nohash_1.wav,stop
13368,data\stop\122c5aa7_nohash_2.wav,stop
13369,data\stop\122c5aa7_nohash_3.wav,stop
13370,data\stop\122c5aa7_nohash_4.wav,stop
13371,data\stop\12529547_nohash_0.wav,stop
13372,data\stop\126403d4_nohash_0.wav,stop
13373,data\stop\12c206ea_nohash_0.wav,stop
13374,data\stop\12c206ea_nohash_1.wav,stop
13375,data\stop\130d9a87_nohash_0.wav,stop
13376,data\stop\135c6841_nohash_0.wav,stop
13377,data\stop\135c6841_nohash_1.wav,stop
13378,data\stop\1365dd89_nohash_0.wav,stop
13379,data\stop\13d7b8c9_nohash_0.wav,stop
13380,data\stop\146d97db_nohash_0.wav,stop
13381,data\stop\146d97db_nohash_1.wav,stop
13382,data\stop\14872d06_nohash_0.wav,stop
13383,data\stop\14872d06_nohash_1.wav,stop
13384,data\stop\151bfb79_nohash_0.wav,stop
13385,data\stop\1528225c_nohash_0.wav,stop
13386,data\stop\1528225c_nohash_1.wav,stop
13387,data\stop\15c371c7_nohash_0.wav,stop
13388,data\stop\15c563d7_nohash_0.wav,stop
13389,data\stop\15c563d7_nohash_1.wav,stop
13390,data\stop\15c563d7_nohash_2.wav,stop
13391,data\stop\15c563d7_nohash_3.wav,stop
13392,data\stop\15c563d7_nohash_4.wav,stop
13393,data\stop\15d83b54_nohash_0.wav,stop
13394,data\stop\15f04ff8_nohash_0.wav,stop
13395,data\stop\161fcca8_nohash_0.wav,stop
13396,data\stop\1657c9fa_nohash_0.wav,stop
13397,data\stop\1706c35f_nohash_0.wav,stop
13398,data\stop\1706c35f_nohash_1.wav,stop
13399,data\stop\171b56dc_nohash_0.wav,stop
13400,data\stop\173ae793_nohash_0.wav,stop
13401,data\stop\173ae793_nohash_1.wav,stop
13402,data\stop\1746d7b6_nohash_0.wav,stop
13403,data\stop\1746d7b6_nohash_1.wav,stop
13404,data\stop\179a61b7_nohash_0.wav,stop
13405,data\stop\179a61b7_nohash_1.wav,stop
13406,data\stop\179a61b7_nohash_2.wav,stop
13407,data\stop\179a61b7_nohash_3.wav,stop
13408,data\stop\179a61b7_nohash_4.wav,stop
13409,data\stop\17cc40ee_nohash_0.wav,stop
13410,data\stop\17cc40ee_nohash_1.wav,stop
13411,data\stop\17f0e206_nohash_0.wav,stop
13412,data\stop\1816b768_nohash_0.wav,stop
13413,data\stop\1816b768_nohash_1.wav,stop
13414,data\stop\1816b768_nohash_2.wav,stop
13415,data\stop\1816b768_nohash_3.wav,stop
13416,data\stop\1851e33b_nohash_0.wav,stop
13417,data\stop\187af8be_nohash_0.wav,stop
13418,data\stop\1887fe04_nohash_0.wav,stop
13419,data\stop\1890e5c3_nohash_0.wav,stop
13420,data\stop\1890e5c3_nohash_1.wav,stop
13421,data\stop\18a8f03f_nohash_0.wav,stop
13422,data\stop\190821dc_nohash_0.wav,stop
13423,data\stop\190821dc_nohash_1.wav,stop
13424,data\stop\190821dc_nohash_2.wav,stop
13425,data\stop\190821dc_nohash_3.wav,stop
13426,data\stop\190821dc_nohash_4.wav,stop
13427,data\stop\1993db46_nohash_0.wav,stop
13428,data\stop\199da2bf_nohash_0.wav,stop
13429,data\stop\19b05529_nohash_0.wav,stop
13430,data\stop\19e246ad_nohash_0.wav,stop
13431,data\stop\19e98e89_nohash_0.wav,stop
13432,data\stop\1a073312_nohash_0.wav,stop
13433,data\stop\1a4259c3_nohash_0.wav,stop
13434,data\stop\1a673010_nohash_0.wav,stop
13435,data\stop\1a673010_nohash_1.wav,stop
13436,data\stop\1a6eca98_nohash_0.wav,stop
13437,data\stop\1a892463_nohash_0.wav,stop
13438,data\stop\1a9afd33_nohash_0.wav,stop
13439,data\stop\1a9afd33_nohash_1.wav,stop
13440,data\stop\1aed7c6d_nohash_0.wav,stop
13441,data\stop\1afd49bf_nohash_0.wav,stop
13442,data\stop\1afd49bf_nohash_1.wav,stop
13443,data\stop\1b459024_nohash_0.wav,stop
13444,data\stop\1b4c9b89_nohash_0.wav,stop
13445,data\stop\1b4c9b89_nohash_1.wav,stop
13446,data\stop\1b4c9b89_nohash_2.wav,stop
13447,data\stop\1b4c9b89_nohash_3.wav,stop
13448,data\stop\1b4c9b89_nohash_4.wav,stop
13449,data\stop\1b755c65_nohash_0.wav,stop
13450,data\stop\1b755c65_nohash_1.wav,stop
13451,data\stop\1b835b87_nohash_0.wav,stop
13452,data\stop\1b835b87_nohash_1.wav,stop
13453,data\stop\1b88bf70_nohash_0.wav,stop
13454,data\stop\1b88bf70_nohash_1.wav,stop
13455,data\stop\1b88bf70_nohash_2.wav,stop
13456,data\stop\1c1060b1_nohash_0.wav,stop
13457,data\stop\1c1060b1_nohash_1.wav,stop
13458,data\stop\1c3f4fac_nohash_0.wav,stop
13459,data\stop\1c45ceb2_nohash_0.wav,stop
13460,data\stop\1c45ceb2_nohash_1.wav,stop
13461,data\stop\1c45ceb2_nohash_2.wav,stop
13462,data\stop\1c6e5447_nohash_0.wav,stop
13463,data\stop\1c6e5447_nohash_1.wav,stop
13464,data\stop\1cbcc7a7_nohash_0.wav,stop
13465,data\stop\1cec8d71_nohash_0.wav,stop
13466,data\stop\1cec8d71_nohash_1.wav,stop
13467,data\stop\1d919a90_nohash_0.wav,stop
13468,data\stop\1d919a90_nohash_1.wav,stop
13469,data\stop\1d919a90_nohash_2.wav,stop
13470,data\stop\1dce06e8_nohash_0.wav,stop
13471,data\stop\1dce06e8_nohash_1.wav,stop
13472,data\stop\1e31353f_nohash_0.wav,stop
13473,data\stop\1e31353f_nohash_1.wav,stop
13474,data\stop\1e31353f_nohash_2.wav,stop
13475,data\stop\1e412fac_nohash_0.wav,stop
13476,data\stop\1e9b215e_nohash_0.wav,stop
13477,data\stop\1e9b215e_nohash_1.wav,stop
13478,data\stop\1ecfb537_nohash_0.wav,stop
13479,data\stop\1ecfb537_nohash_1.wav,stop
13480,data\stop\1ecfb537_nohash_2.wav,stop
13481,data\stop\1ecfb537_nohash_3.wav,stop
13482,data\stop\1ecfb537_nohash_4.wav,stop
13483,data\stop\1ed557b9_nohash_0.wav,stop
13484,data\stop\1eddce1d_nohash_0.wav,stop
13485,data\stop\1eddce1d_nohash_1.wav,stop
13486,data\stop\1eddce1d_nohash_2.wav,stop
13487,data\stop\1eddce1d_nohash_3.wav,stop
13488,data\stop\1f653d27_nohash_0.wav,stop
13489,data\stop\1fd85ee4_nohash_0.wav,stop
13490,data\stop\1fe4c891_nohash_0.wav,stop
13491,data\stop\1fe4c891_nohash_1.wav,stop
13492,data\stop\1ffd513b_nohash_0.wav,stop
13493,data\stop\20174140_nohash_0.wav,stop
13494,data\stop\21307344_nohash_0.wav,stop
13495,data\stop\214ccb20_nohash_0.wav,stop
13496,data\stop\21832144_nohash_0.wav,stop
13497,data\stop\21832144_nohash_1.wav,stop
13498,data\stop\21832144_nohash_2.wav,stop
13499,data\stop\21832144_nohash_3.wav,stop
13500,data\stop\21832144_nohash_4.wav,stop
13501,data\stop\21e8c417_nohash_0.wav,stop
13502,data\stop\21e8c417_nohash_1.wav,stop
13503,data\stop\2250f5f2_nohash_0.wav,stop
13504,data\stop\2275edbb_nohash_0.wav,stop
13505,data\stop\2296b1af_nohash_0.wav,stop
13506,data\stop\2296b1af_nohash_1.wav,stop
13507,data\stop\229978fd_nohash_0.wav,stop
13508,data\stop\229978fd_nohash_1.wav,stop
13509,data\stop\229978fd_nohash_2.wav,stop
13510,data\stop\229978fd_nohash_3.wav,stop
13511,data\stop\229978fd_nohash_4.wav,stop
13512,data\stop\22aa3665_nohash_0.wav,stop
13513,data\stop\22aa3665_nohash_1.wav,stop
13514,data\stop\2313e093_nohash_0.wav,stop
13515,data\stop\2313e093_nohash_1.wav,stop
13516,data\stop\2313e093_nohash_2.wav,stop
13517,data\stop\234ab0fb_nohash_0.wav,stop
13518,data\stop\238c112c_nohash_0.wav,stop
13519,data\stop\24632875_nohash_0.wav,stop
13520,data\stop\24632875_nohash_1.wav,stop
13521,data\stop\24694eb6_nohash_0.wav,stop
13522,data\stop\24694eb6_nohash_1.wav,stop
13523,data\stop\24befdb3_nohash_0.wav,stop
13524,data\stop\24befdb3_nohash_1.wav,stop
13525,data\stop\24befdb3_nohash_2.wav,stop
13526,data\stop\24befdb3_nohash_3.wav,stop
13527,data\stop\24befdb3_nohash_4.wav,stop
13528,data\stop\24c9f572_nohash_0.wav,stop
13529,data\stop\24c9f572_nohash_1.wav,stop
13530,data\stop\24ed94ab_nohash_0.wav,stop
13531,data\stop\24ed94ab_nohash_1.wav,stop
13532,data\stop\24ed94ab_nohash_2.wav,stop
13533,data\stop\2510c044_nohash_0.wav,stop
13534,data\stop\25132942_nohash_0.wav,stop
13535,data\stop\25132942_nohash_1.wav,stop
13536,data\stop\25132942_nohash_2.wav,stop
13537,data\stop\25132942_nohash_3.wav,stop
13538,data\stop\25132942_nohash_4.wav,stop
13539,data\stop\257251e0_nohash_0.wav,stop
13540,data\stop\257251e0_nohash_1.wav,stop
13541,data\stop\2579e514_nohash_0.wav,stop
13542,data\stop\2579e514_nohash_1.wav,stop
13543,data\stop\257e17e0_nohash_0.wav,stop
13544,data\stop\25c14394_nohash_0.wav,stop
13545,data\stop\2643992f_nohash_0.wav,stop
13546,data\stop\264f471d_nohash_0.wav,stop
13547,data\stop\264f471d_nohash_1.wav,stop
13548,data\stop\264f471d_nohash_2.wav,stop
13549,data\stop\264f471d_nohash_3.wav,stop
13550,data\stop\264f471d_nohash_4.wav,stop
13551,data\stop\26b28ea7_nohash_0.wav,stop
13552,data\stop\26e573a9_nohash_0.wav,stop
13553,data\stop\26e573a9_nohash_1.wav,stop
13554,data\stop\26e9ae6b_nohash_0.wav,stop
13555,data\stop\270bfa52_nohash_0.wav,stop
13556,data\stop\274c008f_nohash_0.wav,stop
13557,data\stop\2796ac50_nohash_0.wav,stop
13558,data\stop\27b9a84f_nohash_0.wav,stop
13559,data\stop\27b9a84f_nohash_1.wav,stop
13560,data\stop\27c30960_nohash_0.wav,stop
13561,data\stop\27c30960_nohash_1.wav,stop
13562,data\stop\28460a60_nohash_0.wav,stop
13563,data\stop\28612180_nohash_0.wav,stop
13564,data\stop\28ce0c58_nohash_0.wav,stop
13565,data\stop\28ce0c58_nohash_1.wav,stop
13566,data\stop\28ce0c58_nohash_2.wav,stop
13567,data\stop\28ce0c58_nohash_3.wav,stop
13568,data\stop\28ce0c58_nohash_4.wav,stop
13569,data\stop\28e47b1a_nohash_0.wav,stop
13570,data\stop\28e47b1a_nohash_1.wav,stop
13571,data\stop\28e47b1a_nohash_2.wav,stop
13572,data\stop\28e47b1a_nohash_3.wav,stop
13573,data\stop\28e47b1a_nohash_4.wav,stop
13574,data\stop\28ed6bc9_nohash_0.wav,stop
13575,data\stop\28ed6bc9_nohash_1.wav,stop
13576,data\stop\28ed6bc9_nohash_2.wav,stop
13577,data\stop\28ed6bc9_nohash_3.wav,stop
13578,data\stop\28ed6bc9_nohash_4.wav,stop
13579,data\stop\28ef2a01_nohash_0.wav,stop
13580,data\stop\28ef2a01_nohash_1.wav,stop
13581,data\stop\2903efb3_nohash_0.wav,stop
13582,data\stop\2903efb3_nohash_1.wav,stop
13583,data\stop\299c14b1_nohash_0.wav,stop
13584,data\stop\299c14b1_nohash_1.wav,stop
13585,data\stop\29fb33da_nohash_0.wav,stop
13586,data\stop\29fb33da_nohash_1.wav,stop
13587,data\stop\29fb33da_nohash_2.wav,stop
13588,data\stop\29fb33da_nohash_3.wav,stop
13589,data\stop\29fb33da_nohash_4.wav,stop
13590,data\stop\2a89ad5c_nohash_0.wav,stop
13591,data\stop\2a89ad5c_nohash_1.wav,stop
13592,data\stop\2aa787cf_nohash_0.wav,stop
13593,data\stop\2ad772d6_nohash_0.wav,stop
13594,data\stop\2ad772d6_nohash_1.wav,stop
13595,data\stop\2b3f509b_nohash_0.wav,stop
13596,data\stop\2b42e7a2_nohash_0.wav,stop
13597,data\stop\2b42e7a2_nohash_1.wav,stop
13598,data\stop\2b715941_nohash_0.wav,stop
13599,data\stop\2bd2cad5_nohash_0.wav,stop
13600,data\stop\2bd2cad5_nohash_1.wav,stop
13601,data\stop\2bdbe5f7_nohash_0.wav,stop
13602,data\stop\2bdbe5f7_nohash_1.wav,stop
13603,data\stop\2bdbe5f7_nohash_2.wav,stop
13604,data\stop\2bdbe5f7_nohash_3.wav,stop
13605,data\stop\2bdbe5f7_nohash_4.wav,stop
13606,data\stop\2bfe70ef_nohash_0.wav,stop
13607,data\stop\2bfe70ef_nohash_1.wav,stop
13608,data\stop\2bfe70ef_nohash_2.wav,stop
13609,data\stop\2c6446f7_nohash_0.wav,stop
13610,data\stop\2c6446f7_nohash_1.wav,stop
13611,data\stop\2c6d3924_nohash_0.wav,stop
13612,data\stop\2ce7534c_nohash_0.wav,stop
13613,data\stop\2ce7534c_nohash_1.wav,stop
13614,data\stop\2ce7534c_nohash_2.wav,stop
13615,data\stop\2cf28b70_nohash_0.wav,stop
13616,data\stop\2da58b32_nohash_0.wav,stop
13617,data\stop\2da58b32_nohash_1.wav,stop
13618,data\stop\2da58b32_nohash_2.wav,stop
13619,data\stop\2da58b32_nohash_3.wav,stop
13620,data\stop\2da58b32_nohash_4.wav,stop
13621,data\stop\2dcb6848_nohash_0.wav,stop
13622,data\stop\2dcb6848_nohash_1.wav,stop
13623,data\stop\2dce72b3_nohash_0.wav,stop
13624,data\stop\2e0d80f7_nohash_0.wav,stop
13625,data\stop\2e0d80f7_nohash_1.wav,stop
13626,data\stop\2e30f9a5_nohash_0.wav,stop
13627,data\stop\2f0a410b_nohash_0.wav,stop
13628,data\stop\2f666bb2_nohash_0.wav,stop
13629,data\stop\2f666bb2_nohash_1.wav,stop
13630,data\stop\2f666bb2_nohash_2.wav,stop
13631,data\stop\2fa39636_nohash_0.wav,stop
13632,data\stop\2fa39636_nohash_1.wav,stop
13633,data\stop\300384f0_nohash_0.wav,stop
13634,data\stop\3006c271_nohash_0.wav,stop
13635,data\stop\3006c271_nohash_1.wav,stop
13636,data\stop\305776dd_nohash_0.wav,stop
13637,data\stop\305776dd_nohash_1.wav,stop
13638,data\stop\305776dd_nohash_2.wav,stop
13639,data\stop\30802c5d_nohash_0.wav,stop
13640,data\stop\30a09789_nohash_0.wav,stop
13641,data\stop\30a09789_nohash_1.wav,stop
13642,data\stop\30aabd44_nohash_0.wav,stop
13643,data\stop\30f31e42_nohash_0.wav,stop
13644,data\stop\311fde72_nohash_0.wav,stop
13645,data\stop\311fde72_nohash_1.wav,stop
13646,data\stop\311fde72_nohash_2.wav,stop
13647,data\stop\311fde72_nohash_3.wav,stop
13648,data\stop\311fde72_nohash_4.wav,stop
13649,data\stop\3143fdff_nohash_0.wav,stop
13650,data\stop\31d68957_nohash_0.wav,stop
13651,data\stop\31e686d2_nohash_0.wav,stop
13652,data\stop\31e686d2_nohash_1.wav,stop
13653,data\stop\3209ec42_nohash_0.wav,stop
13654,data\stop\324210dd_nohash_0.wav,stop
13655,data\stop\324210dd_nohash_1.wav,stop
13656,data\stop\324210dd_nohash_2.wav,stop
13657,data\stop\324210dd_nohash_3.wav,stop
13658,data\stop\324210dd_nohash_4.wav,stop
13659,data\stop\32561e9e_nohash_0.wav,stop
13660,data\stop\325a0c39_nohash_0.wav,stop
13661,data\stop\327289eb_nohash_0.wav,stop
13662,data\stop\327289eb_nohash_1.wav,stop
13663,data\stop\327289eb_nohash_2.wav,stop
13664,data\stop\327289eb_nohash_3.wav,stop
13665,data\stop\32a19ecf_nohash_0.wav,stop
13666,data\stop\32efce64_nohash_0.wav,stop
13667,data\stop\33246bc2_nohash_0.wav,stop
13668,data\stop\33246bc2_nohash_1.wav,stop
13669,data\stop\333784b7_nohash_0.wav,stop
13670,data\stop\333784b7_nohash_1.wav,stop
13671,data\stop\333784b7_nohash_2.wav,stop
13672,data\stop\333784b7_nohash_3.wav,stop
13673,data\stop\333784b7_nohash_4.wav,stop
13674,data\stop\3367cff6_nohash_0.wav,stop
13675,data\stop\3389305e_nohash_0.wav,stop
13676,data\stop\3389305e_nohash_1.wav,stop
13677,data\stop\3389305e_nohash_2.wav,stop
13678,data\stop\338dacf5_nohash_0.wav,stop
13679,data\stop\33903159_nohash_0.wav,stop
13680,data\stop\33f60c62_nohash_0.wav,stop
13681,data\stop\33f60c62_nohash_1.wav,stop
13682,data\stop\3402e488_nohash_0.wav,stop
13683,data\stop\3402e488_nohash_1.wav,stop
13684,data\stop\3402e488_nohash_2.wav,stop
13685,data\stop\340c8b10_nohash_0.wav,stop
13686,data\stop\340c8b10_nohash_1.wav,stop
13687,data\stop\340c8b10_nohash_2.wav,stop
13688,data\stop\34805883_nohash_0.wav,stop
13689,data\stop\353b4d33_nohash_0.wav,stop
13690,data\stop\35c8fa78_nohash_0.wav,stop
13691,data\stop\35d1b6ee_nohash_0.wav,stop
13692,data\stop\35d1b6ee_nohash_1.wav,stop
13693,data\stop\35d1b6ee_nohash_2.wav,stop
13694,data\stop\35d1b6ee_nohash_3.wav,stop
13695,data\stop\35d1b6ee_nohash_4.wav,stop
13696,data\stop\36050ef3_nohash_0.wav,stop
13697,data\stop\36050ef3_nohash_1.wav,stop
13698,data\stop\36050ef3_nohash_2.wav,stop
13699,data\stop\36050ef3_nohash_3.wav,stop
13700,data\stop\36050ef3_nohash_4.wav,stop
13701,data\stop\363c6bad_nohash_0.wav,stop
13702,data\stop\364c0853_nohash_0.wav,stop
13703,data\stop\364f979f_nohash_0.wav,stop
13704,data\stop\365531e2_nohash_0.wav,stop
13705,data\stop\365531e2_nohash_1.wav,stop
13706,data\stop\36746d7f_nohash_0.wav,stop
13707,data\stop\370844f7_nohash_0.wav,stop
13708,data\stop\3777c08e_nohash_0.wav,stop
13709,data\stop\3777c08e_nohash_1.wav,stop
13710,data\stop\377e916b_nohash_0.wav,stop
13711,data\stop\37a3cd33_nohash_0.wav,stop
13712,data\stop\37b03ab1_nohash_0.wav,stop
13713,data\stop\37bd115d_nohash_0.wav,stop
13714,data\stop\37bd115d_nohash_1.wav,stop
13715,data\stop\37bd115d_nohash_2.wav,stop
13716,data\stop\37d38e44_nohash_0.wav,stop
13717,data\stop\37d38e44_nohash_1.wav,stop
13718,data\stop\37dca74f_nohash_0.wav,stop
13719,data\stop\37dca74f_nohash_1.wav,stop
13720,data\stop\37dca74f_nohash_2.wav,stop
13721,data\stop\37dca74f_nohash_3.wav,stop
13722,data\stop\37dca74f_nohash_4.wav,stop
13723,data\stop\37e8db82_nohash_0.wav,stop
13724,data\stop\37fc5d97_nohash_0.wav,stop
13725,data\stop\37fc5d97_nohash_1.wav,stop
13726,data\stop\37fc5d97_nohash_2.wav,stop
13727,data\stop\380abbad_nohash_0.wav,stop
13728,data\stop\3824c00e_nohash_0.wav,stop
13729,data\stop\3847619e_nohash_0.wav,stop
13730,data\stop\3852fca2_nohash_0.wav,stop
13731,data\stop\38c388bc_nohash_0.wav,stop
13732,data\stop\38d78313_nohash_0.wav,stop
13733,data\stop\38d78313_nohash_1.wav,stop
13734,data\stop\38d78313_nohash_2.wav,stop
13735,data\stop\38d78313_nohash_3.wav,stop
13736,data\stop\38d78313_nohash_4.wav,stop
13737,data\stop\3903b558_nohash_0.wav,stop
13738,data\stop\39543cfd_nohash_0.wav,stop
13739,data\stop\39999a0f_nohash_0.wav,stop
13740,data\stop\39a12648_nohash_0.wav,stop
13741,data\stop\39a12648_nohash_1.wav,stop
13742,data\stop\39a12648_nohash_2.wav,stop
13743,data\stop\39a12648_nohash_3.wav,stop
13744,data\stop\39a12648_nohash_4.wav,stop
13745,data\stop\39a45230_nohash_0.wav,stop
13746,data\stop\39a6b995_nohash_0.wav,stop
13747,data\stop\39ec87ac_nohash_0.wav,stop
13748,data\stop\3a182c98_nohash_0.wav,stop
13749,data\stop\3a182c98_nohash_1.wav,stop
13750,data\stop\3a33d3a4_nohash_0.wav,stop
13751,data\stop\3a33d3a4_nohash_1.wav,stop
13752,data\stop\3a33d3a4_nohash_2.wav,stop
13753,data\stop\3a789a0d_nohash_0.wav,stop
13754,data\stop\3a7d8872_nohash_0.wav,stop
13755,data\stop\3aa6f4e2_nohash_0.wav,stop
13756,data\stop\3aa6f4e2_nohash_1.wav,stop
13757,data\stop\3ac2e76f_nohash_0.wav,stop
13758,data\stop\3ac2e76f_nohash_1.wav,stop
13759,data\stop\3b7f817e_nohash_0.wav,stop
13760,data\stop\3b7f817e_nohash_1.wav,stop
13761,data\stop\3bc21161_nohash_0.wav,stop
13762,data\stop\3bc21161_nohash_1.wav,stop
13763,data\stop\3bc21161_nohash_2.wav,stop
13764,data\stop\3bc21161_nohash_3.wav,stop
13765,data\stop\3bc21161_nohash_4.wav,stop
13766,data\stop\3bdf05d3_nohash_0.wav,stop
13767,data\stop\3bfd30e6_nohash_0.wav,stop
13768,data\stop\3bfd30e6_nohash_1.wav,stop
13769,data\stop\3bfd30e6_nohash_2.wav,stop
13770,data\stop\3bfd30e6_nohash_3.wav,stop
13771,data\stop\3bfd30e6_nohash_4.wav,stop
13772,data\stop\3c1e12cf_nohash_0.wav,stop
13773,data\stop\3c1e12cf_nohash_1.wav,stop
13774,data\stop\3c257192_nohash_0.wav,stop
13775,data\stop\3c257192_nohash_1.wav,stop
13776,data\stop\3c257192_nohash_2.wav,stop
13777,data\stop\3c257192_nohash_3.wav,stop
13778,data\stop\3c257192_nohash_4.wav,stop
13779,data\stop\3ca784ec_nohash_0.wav,stop
13780,data\stop\3ca784ec_nohash_1.wav,stop
13781,data\stop\3ca784ec_nohash_2.wav,stop
13782,data\stop\3ca784ec_nohash_3.wav,stop
13783,data\stop\3cdecb0b_nohash_0.wav,stop
13784,data\stop\3cfc6b3a_nohash_0.wav,stop
13785,data\stop\3d3ddaf8_nohash_0.wav,stop
13786,data\stop\3d3ddaf8_nohash_1.wav,stop
13787,data\stop\3d53244b_nohash_0.wav,stop
13788,data\stop\3d53244b_nohash_1.wav,stop
13789,data\stop\3d53244b_nohash_2.wav,stop
13790,data\stop\3d53244b_nohash_3.wav,stop
13791,data\stop\3d53244b_nohash_4.wav,stop
13792,data\stop\3d9200b9_nohash_0.wav,stop
13793,data\stop\3da7f617_nohash_0.wav,stop
13794,data\stop\3da7f617_nohash_1.wav,stop
13795,data\stop\3df9a3d4_nohash_0.wav,stop
13796,data\stop\3df9a3d4_nohash_1.wav,stop
13797,data\stop\3dfd6c23_nohash_0.wav,stop
13798,data\stop\3e31dffe_nohash_0.wav,stop
13799,data\stop\3e31dffe_nohash_1.wav,stop
13800,data\stop\3e31dffe_nohash_2.wav,stop
13801,data\stop\3e31dffe_nohash_3.wav,stop
13802,data\stop\3e31dffe_nohash_4.wav,stop
13803,data\stop\3e3fa7fd_nohash_0.wav,stop
13804,data\stop\3ec05c3d_nohash_0.wav,stop
13805,data\stop\3ed3e49a_nohash_0.wav,stop
13806,data\stop\3f170018_nohash_0.wav,stop
13807,data\stop\3f2b358d_nohash_0.wav,stop
13808,data\stop\3f2b358d_nohash_1.wav,stop
13809,data\stop\3f339c33_nohash_0.wav,stop
13810,data\stop\3ff840aa_nohash_0.wav,stop
13811,data\stop\3ffa3457_nohash_0.wav,stop
13812,data\stop\3ffa3457_nohash_1.wav,stop
13813,data\stop\409c962a_nohash_0.wav,stop
13814,data\stop\413997c1_nohash_0.wav,stop
13815,data\stop\41474817_nohash_0.wav,stop
13816,data\stop\41777abb_nohash_0.wav,stop
13817,data\stop\41777abb_nohash_1.wav,stop
13818,data\stop\418e7158_nohash_0.wav,stop
13819,data\stop\418e7158_nohash_1.wav,stop
13820,data\stop\41dce6f5_nohash_0.wav,stop
13821,data\stop\421ed23f_nohash_0.wav,stop
13822,data\stop\4249c833_nohash_0.wav,stop
13823,data\stop\4254621e_nohash_0.wav,stop
13824,data\stop\4290ca61_nohash_0.wav,stop
13825,data\stop\42c6fff1_nohash_0.wav,stop
13826,data\stop\434a267c_nohash_0.wav,stop
13827,data\stop\434a267c_nohash_1.wav,stop
13828,data\stop\434a267c_nohash_2.wav,stop
13829,data\stop\43691f67_nohash_0.wav,stop
13830,data\stop\437455be_nohash_0.wav,stop
13831,data\stop\439c84f4_nohash_0.wav,stop
